Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2016-2143;2016;Long métrage;ESPECES MENACEES;GILLES BOURDOS;LES FILMS DU LENDEMAIN;10  PLACE  DU PANTHEON;75005;2016-03-12;2016-03-12;2.345859;48.846969;"{""coordinates"": [2.3458589993464694, 48.846968999625055], ""type"": ""Point""}";48.846968999625055, 2.3458589993464694
2016-2177;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;3  RUE  DE CASTIGLIONE;75001;2016-04-25;2016-04-25;2.327482;48.865715;"{""coordinates"": [2.327481999512454, 48.86571500012968], ""type"": ""Point""}";48.86571500012968, 2.327481999512454
2016-2184;2016;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;AVENUE  GUSTAVE EIFFEL (TOUR EIFFEL);75007;2016-10-13;2016-10-13;2.294681;48.857581;"{""coordinates"": [2.294681000512787, 48.857580999790834], ""type"": ""Point""}";48.857580999790834, 2.294681000512787
2020-737;2020;Long métrage;Les Olympiades;Jacques Audiard;Page 114;rue dunois, 75013 paris;75013;2020-10-27;2020-10-27;2.36917495;48.83116904;"{""coordinates"": [2.3691749506545396, 48.8311690399264], ""type"": ""Point""}";48.8311690399264, 2.3691749506545396
2019-1686;2019;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;place du trocadéro et du onze novembre, 75116 paris;75116;2019-12-03;2019-12-03;2.28693167;48.86341512;"{""coordinates"": [2.286931666089251, 48.86341511691407], ""type"": ""Point""}";48.86341511691407, 2.286931666089251
2019-653;2019;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;62 quai de la marne, 75019 paris;75019;2019-06-14;2019-06-16;2.38688678;48.89169962;"{""coordinates"": [2.3868867779398335, 48.89169961973924], ""type"": ""Point""}";48.89169961973924, 2.3868867779398335
2018-1414;2018;Long métrage;Notre dame;Valérie Donzelli;RECTANGLE PRODUCTIONS;rue des cévennes, 75015 paris;75015;2018-11-12;2018-11-12;2.28078353;48.84250188;"{""coordinates"": [2.28078352716193, 48.84250187882762], ""type"": ""Point""}";48.84250187882762, 2.28078352716193
2018-1415;2018;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;place des etats-unis, 75116 paris;75116;2018-11-16;2018-11-17;2.29265813;48.86819003;"{""coordinates"": [2.292658125816709, 48.8681900294451], ""type"": ""Point""}";48.8681900294451, 2.292658125816709
2019-1050;2019;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;12 boulevard pershing, 75017 paris;75017;2019-09-09;2019-09-10;2.28463626;48.88148161;"{""coordinates"": [2.284636258114378, 48.88148160614594], ""type"": ""Point""}";48.88148160614594, 2.284636258114378
2019-1053;2019;Série TV;La Garçonne;Paolo Barzman;Mother Production;place alphonse laveran, 75005 paris;75005;2019-09-04;2019-09-05;2.34098187;48.84084957;"{""coordinates"": [2.3409818684520114, 48.840849571859785], ""type"": ""Point""}";48.840849571859785, 2.3409818684520114
2019-885;2019;Série TV;Munch saison 3;Thierry Binisti;JLA PRODUCTION;rue vulpian, 75013 paris;75013;2019-07-24;2019-07-24;2.34596117;48.83062851;"{""coordinates"": [2.345961165886024, 48.83062851373455], ""type"": ""Point""}";48.83062851373455, 2.345961165886024
2019-783;2019;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;27 rue edouard pailleron, 75019 paris;75019;2019-07-16;2019-07-19;2.37793919;48.88112058;"{""coordinates"": [2.3779391890831594, 48.881120583747396], ""type"": ""Point""}";48.881120583747396, 2.3779391890831594
2019-819;2019;Série Web;Rétro;Raphael Marriq;ARTOUS;27 rue du javelot, 75013 paris;75013;2019-07-24;2019-07-24;2.36638844;48.8251331;"{""coordinates"": [2.3663884445643917, 48.82513309938124], ""type"": ""Point""}";48.82513309938124, 2.3663884445643917
2019-1163;2019;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;52 rue de wattignies, 75012 paris;75012;2019-09-17;2019-09-17;2.39713178;48.83551943;"{""coordinates"": [2.397131780894834, 48.83551942716666], ""type"": ""Point""}";48.83551942716666, 2.397131780894834
2019-858;2019;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;137 rue saint-antoine, 75004 paris;75004;2019-07-20;2019-07-20;2.35965111;48.85526129;"{""coordinates"": [2.359651107359893, 48.85526128750933], ""type"": ""Point""}";48.85526128750933, 2.359651107359893
2019-1224;2019;Série TV;The Good Place;Michael Schur;Froggie production;rue de l'abreuvoir, 75018 paris;75018;2019-09-29;2019-09-29;2.33912305;48.88817726;"{""coordinates"": [2.3391230463272326, 48.88817726402407], ""type"": ""Point""}";48.88817726402407, 2.3391230463272326
2018-1208;2018;Série Web;SKAM SAISON 3 ET 4 SEMAINE 2 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;rue du ranelagh, 75016 paris;75016;2018-10-11;2018-10-11;2.27305889;48.85483427;"{""coordinates"": [2.2730588897600255, 48.85483426962762], ""type"": ""Point""}";48.85483426962762, 2.2730588897600255
2019-663;2019;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;201 boulevard sérurier, 75019 paris;75019;2019-06-18;2019-06-20;2.39423271;48.89434062;"{""coordinates"": [2.3942327055432346, 48.894340620777996], ""type"": ""Point""}";48.894340620777996, 2.3942327055432346
2019-664;2019;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;58 boulevard murat, 75016 paris;75016;2019-06-21;2019-06-23;2.25595717;48.84268059;"{""coordinates"": [2.2559571720913443, 48.84268058901099], ""type"": ""Point""}";48.84268058901099, 2.2559571720913443
2019-674;2019;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;11 rue richer, 75009 paris;75009;2019-06-18;2019-06-18;2.34676119;48.87397923;"{""coordinates"": [2.3467611851412964, 48.873979231169365], ""type"": ""Point""}";48.873979231169365, 2.3467611851412964
2019-682;2019;Long métrage;Madame Claude;Sylvie VERHEYDE;Les Compagnons du Cinéma;1 quai de l'horloge, 75001 paris;75001;2019-06-14;2019-06-14;2.34569637;48.85636073;"{""coordinates"": [2.3456963727860325, 48.856360727488145], ""type"": ""Point""}";48.856360727488145, 2.3456963727860325
2019-1013;2019;Téléfilm;À l'Abordage;Guillaume Brac;Geko Films;3 rue gazan, 75014 paris;75014;2019-08-08;2019-08-09;2.34009761;48.82427987;"{""coordinates"": [2.3400976100032813, 48.82427987144307], ""type"": ""Point""}";48.82427987144307, 2.3400976100032813
2019-1017;2019;Série TV;GRAND'MAISON TOKYO;Ayuko TSUKAHARA,;LUTETIA FILMS;avenue des champs elysées, 75008 paris;75008;2019-08-01;2019-08-01;2.30528845;48.87053329;"{""coordinates"": [2.305288451489717, 48.87053328800333], ""type"": ""Point""}";48.87053328800333, 2.305288451489717
2019-1027;2019;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;15 rue du docteur blanche, 75016 paris;75016;2019-09-05;2019-09-06;2.26576648;48.85458789;"{""coordinates"": [2.2657664849577457, 48.854587891805565], ""type"": ""Point""}";48.854587891805565, 2.2657664849577457
2019-1281;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;63 rue des cloÿs, 75018 paris;75018;2019-09-26;2019-09-26;2.3364734;48.89345828;"{""coordinates"": [2.3364734034357966, 48.89345827530888], ""type"": ""Point""}";48.89345827530888, 2.3364734034357966
2019-74;2019;Long métrage;UNCORKED;PRENTICE PENNY;FULLDAWA PRODUCTION;23 rue de la harpe, 75005 paris;75005;2019-01-21;2019-01-21;2.34465107;48.8523172;"{""coordinates"": [2.344651070906062, 48.85231719688089], ""type"": ""Point""}";48.85231719688089, 2.344651070906062
2019-1243;2019;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;127 boulevard vincent auriol, 75013 paris;75013;2019-09-24;2019-09-24;2.36415006;48.83326807;"{""coordinates"": [2.364150055840651, 48.83326807333621], ""type"": ""Point""}";48.83326807333621, 2.364150055840651
2019-1248;2019;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;rue prévost paradol, 75014 paris;75014;2019-09-25;2019-09-25;2.30849112;48.82637911;"{""coordinates"": [2.3084911181166836, 48.826379104944245], ""type"": ""Point""}";48.826379104944245, 2.3084911181166836
2018-1243;2018;Long métrage;DEUX MOI;CEDRIC KLAPISCH;CE QUI ME MEUT;22 rue doudeauville, 75018 paris;75018;2018-10-17;2018-10-17;2.35672255;48.88884172;"{""coordinates"": [2.356722553438548, 48.88884171573064], ""type"": ""Point""}";48.88884171573064, 2.356722553438548
2019-924;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;rue du faubourg du temple, 75011 paris;75011;2019-08-20;2019-08-21;2.37006242;48.869698;"{""coordinates"": [2.370062415669748, 48.8696979988026], ""type"": ""Point""}";48.8696979988026, 2.370062415669748
2019-943;2019;Série TV;Validé;Franck GASTAMBIDE;Mandarin Télévision;54 rue du poteau, 75018 paris;75018;2019-08-07;2019-08-08;2.34068897;48.89496349;"{""coordinates"": [2.340688973005865, 48.89496348828357], ""type"": ""Point""}";48.89496348828357, 2.340688973005865
2019-948;2019;Série TV;Validé;Franck GASTAMBIDE;Mandarin Télévision;avenue pierre mendès france, 75013 paris;75013;2019-08-08;2019-08-08;2.36980223;48.83887781;"{""coordinates"": [2.3698022336508604, 48.83887780810411], ""type"": ""Point""}";48.83887780810411, 2.3698022336508604
2019-985;2019;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;1 rue de capri, 75012 paris;75012;2019-08-23;2019-08-23;2.39792743;48.83554492;"{""coordinates"": [2.3979274261099266, 48.83554492055287], ""type"": ""Point""}";48.83554492055287, 2.3979274261099266
2019-41;2019;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;2 esplanade nathalie sarraute, 75018 paris;75018;2019-01-03;2019-01-03;2.3619804;48.8875757;"{""coordinates"": [2.3619804002339415, 48.88757570111322], ""type"": ""Point""}";48.88757570111322, 2.3619804002339415
2019-56;2019;Série TV;ALICE NEVERS E110-111;SIMON ASTIER;EGO PRODUCTIONS;rue juste métivier, 75018 paris;75018;2019-01-15;2019-01-15;2.33581642;48.88895056;"{""coordinates"": [2.335816415924755, 48.88895055519008], ""type"": ""Point""}";48.88895055519008, 2.335816415924755
2019-61;2019;Série TV;DYNASTY;Pascal Verschooris;PENINNSULA TELEVISION;16 place de la madeleine, 75008 paris;75008;2019-01-09;2019-01-09;2.32538668;48.86990764;"{""coordinates"": [2.3253866784012835, 48.869907642243746], ""type"": ""Point""}";48.869907642243746, 2.3253866784012835
2018-796;2018;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;35 rue de la chine, 75020 paris;75020;2018-07-11;2018-07-12;2.39774209;48.86836213;"{""coordinates"": [2.3977420901939532, 48.86836212594641], ""type"": ""Point""}";48.86836212594641, 2.3977420901939532
2018-797;2018;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;122 rue de ménilmontant, 75020 paris;75020;2018-07-11;2018-07-12;2.39526301;48.86993823;"{""coordinates"": [2.3952630075105614, 48.86993823306622], ""type"": ""Point""}";48.86993823306622, 2.3952630075105614
2018-808;2018;Série TV;KILLING EVE;Damon Thomas;GEM FILMS;avenue de lowendal, 75007 paris;75007;2018-07-17;2018-07-17;2.30667463;48.85140537;"{""coordinates"": [2.3066746331361747, 48.85140537175072], ""type"": ""Point""}";48.85140537175072, 2.3066746331361747
2018-819;2018;Série TV;Munch  saison 2;frederic Berthe;EXILENE;rue thomas mann, 75013 paris;75013;2018-07-13;2018-07-13;2.37816066;48.82917268;"{""coordinates"": [2.3781606591128464, 48.82917268294524], ""type"": ""Point""}";48.82917268294524, 2.3781606591128464
2018-833;2018;Série TV;EDEN;DOMINIK MOLL;ATLANTIQUE PRODUCTIONS;6 rue jean-françois lépine, 75018 paris;75018;2018-07-26;2018-07-26;2.35871825;48.88618174;"{""coordinates"": [2.3587182482130395, 48.88618173896115], ""type"": ""Point""}";48.88618173896115, 2.3587182482130395
2018-1524;2018;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;62 rue de ménilmontant, 75020 paris;75020;2018-11-29;2018-11-29;2.38906034;48.86832409;"{""coordinates"": [2.3890603350309836, 48.86832408885111], ""type"": ""Point""}";48.86832408885111, 2.3890603350309836
2018-1532;2018;Long métrage;PLACE DES VICTOIRES;Yoann Guillouzouic;WHITE PANAMA FILMS;9 rue du faubourg saint-denis, 75010 paris;75010;2018-12-13;2018-12-13;2.35275739;48.87018592;"{""coordinates"": [2.352757391161534, 48.87018591806172], ""type"": ""Point""}";48.87018591806172, 2.352757391161534
2018-1533;2018;Série TV;TOI, TOI, MON TOIT;DENIS IMBERT;THALIE IMAGES - TTMT;37 cours de vincennes, 75020 paris;75020;2018-12-11;2018-12-11;2.40265673;48.84817482;"{""coordinates"": [2.402656734093495, 48.84817481496109], ""type"": ""Point""}";48.84817481496109, 2.402656734093495
2018-1546;2018;Long métrage;LE MEILLEUR RESTE À VENIR;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;CHAPTER 2;93 rue jean-pierre timbaud, 75011 paris;75011;2018-12-13;2018-12-13;2.37927092;48.86834491;"{""coordinates"": [2.3792709248250286, 48.86834491171872], ""type"": ""Point""}";48.86834491171872, 2.3792709248250286
2018-1375;2018;Téléfilm;Temps de Chien;Edouard DELUC;THE FILM TV;pont louis-philippe, 75004 paris;75004;2018-11-15;2018-11-15;2.35467939;48.85411246;"{""coordinates"": [2.3546793868709788, 48.85411245612536], ""type"": ""Point""}";48.85411245612536, 2.3546793868709788
2019-1303;2019;Série TV;NURSES;Octave RASPAIL et Nicolas HERDT;FEDERATION ENTERTAINMENT;14 rue jean macé, 75011 paris;75011;2019-10-22;2019-10-23;2.38342595;48.85324984;"{""coordinates"": [2.383425945828398, 48.85324983913228], ""type"": ""Point""}";48.85324983913228, 2.383425945828398
2018-1383;2018;Long métrage;SOL;Jezabel MARQUES NAKACHE;ILIADE ET FILMS;18 rue de douai, 75009 paris;75009;2018-11-12;2018-11-12;2.33481645;48.8817872;"{""coordinates"": [2.3348164525755597, 48.881787196681934], ""type"": ""Point""}";48.881787196681934, 2.3348164525755597
2018-1398;2018;Long métrage;HORS NORMES;Eric Toledano et Olivier Nakache;ADNP QUAD FILMS;192 boulevard de la villette, 75019 paris;75019;2018-11-13;2018-11-14;2.37053785;48.88200334;"{""coordinates"": [2.3705378478089347, 48.88200334186064], ""type"": ""Point""}";48.88200334186064, 2.3705378478089347
2018-1513;2018;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;avenue de la cascade, 75019 paris;75019;2018-12-06;2018-12-07;2.38589313;48.88002119;"{""coordinates"": [2.3858931280839166, 48.88002119095879], ""type"": ""Point""}";48.88002119095879, 2.3858931280839166
2019-430;2019;Série TV;CADRES NOIRS;Ziad DOUEIRI;MANDARIN TELEVISION;41 rue du chevaleret, 75013 paris;75013;2019-04-10;2019-04-11;2.37722382;48.82722178;"{""coordinates"": [2.377223824262126, 48.82722177456313], ""type"": ""Point""}";48.82722177456313, 2.377223824262126
2019-438;2019;Série TV;BALTHAZAR 9,10;VINCENT JAMAIN;BEAUBOURG STORIES;rue robert de flers, 75015 paris;75015;2019-04-17;2019-04-17;2.28490708;48.85018526;"{""coordinates"": [2.284907082304365, 48.85018525878778], ""type"": ""Point""}";48.85018525878778, 2.284907082304365
2019-455;2019;Série TV;ROMANCE;Hervé HADMAR;CINETEVE;place d'anvers, 75009 paris;75009;2019-04-29;2019-04-29;2.34456108;48.88267891;"{""coordinates"": [2.344561077037159, 48.88267891138305], ""type"": ""Point""}";48.88267891138305, 2.344561077037159
2019-1104;2019;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;rue de la bonne, 75018 paris;75018;2019-09-20;2019-09-20;2.34332515;48.88813742;"{""coordinates"": [2.3433251548120544, 48.8881374214481], ""type"": ""Point""}";48.8881374214481, 2.3433251548120544
2018-772;2018;Long métrage;La première séance;Justine Triet;LES FILMS PELLEAS;avenue du ranelagh, 75016 paris;75016;2018-07-02;2018-07-02;2.27032;48.85836398;"{""coordinates"": [2.27032000002308, 48.858363979546276], ""type"": ""Point""}";48.858363979546276, 2.27032000002308
2018-775;2018;Long métrage;TANGUY 2;Etienne Chatiliez;NAC FILMS;91 rue lepic, 75018 paris;75018;2018-07-23;2018-07-23;2.33798873;48.88706231;"{""coordinates"": [2.337988731433486, 48.88706230730873], ""type"": ""Point""}";48.88706230730873, 2.337988731433486
2018-1498;2018;Long métrage;La nuit venue;Frederic Farrucci;Koro film;21 rue manin, 75019 paris;75019;2018-12-03;2018-12-06;2.37811612;48.87783092;"{""coordinates"": [2.3781161246729723, 48.87783091674243], ""type"": ""Point""}";48.87783091674243, 2.3781161246729723
2018-882;2018;Série TV;EDEN;DOMINIK MOLL;ATLANTIQUE PRODUCTIONS;25 rue d'alsace, 75010 paris;75010;2018-08-09;2018-08-09;2.35822059;48.87799023;"{""coordinates"": [2.358220594194381, 48.877990233359114], ""type"": ""Point""}";48.877990233359114, 2.358220594194381
2018-1574;2018;Long métrage;PLACE DES VICTOIRES;Yoann Guillouzouic;WHITE PANAMA FILMS;rue de phalsbourg, 75017 paris;75017;2018-12-22;2018-12-22;2.30896596;48.88266744;"{""coordinates"": [2.3089659599029355, 48.882667441082084], ""type"": ""Point""}";48.882667441082084, 2.3089659599029355
2019-521;2019;Série TV;The Eddy;Damien Chazelle;atlantique productions;37 boulevard jourdan, 75014 paris;75014;2019-05-22;2019-05-22;2.33533594;48.82086368;"{""coordinates"": [2.335335944352905, 48.82086368244478], ""type"": ""Point""}";48.82086368244478, 2.335335944352905
2019-523;2019;Série TV;Munch saison 3;Laurent TUEL;JLAPRODUCTIONS;7 rue du jourdain, 75020 paris;75020;2019-05-24;2019-05-25;2.38927164;48.8747952;"{""coordinates"": [2.3892716448404943, 48.87479520379268], ""type"": ""Point""}";48.87479520379268, 2.3892716448404943
2019-1438;2019;Série Web;Rétro;Raphael Marriq;ARTOUS;82 rue du pré saint-gervais, 75019 paris;75019;2019-10-25;2019-10-25;2.39900507;48.87932511;"{""coordinates"": [2.399005067110942, 48.87932511047773], ""type"": ""Point""}";48.87932511047773, 2.399005067110942
2021-220;2021;Série TV;ARSENE LUPIN;Hugo Gélin;GAUMONT PRODUCTION TELEVISION;17 rue saint-germain l'auxerrois, 75001 paris;75001;2021-03-08;2021-03-09;2.34443382;48.85834712;"{""coordinates"": [2.344433815977586, 48.858347121417005], ""type"": ""Point""}";48.858347121417005, 2.344433815977586
2021-221;2021;Série TV;ARSENE LUPIN;Hugo Gélin;GAUMONT PRODUCTION TELEVISION;19 quai de l'horloge, 75001 paris;75001;2021-03-08;2021-03-10;2.34322237;48.85686108;"{""coordinates"": [2.3432223653911, 48.85686108184029], ""type"": ""Point""}";48.85686108184029, 2.3432223653911
2021-241;2021;Téléfilm;LE SQUAT;Emmanuel Rigaut;JLA Productions;rue de la légion d'honneur, 75007 paris;75007;2021-03-22;2021-03-22;2.3253676;48.86077494;"{""coordinates"": [2.3253675950833075, 48.86077493941156], ""type"": ""Point""}";48.86077493941156, 2.3253675950833075
2021-1336;2021;Long métrage;LE COLIBRI;FRANCESCA ARCHIBUGI;LES FILMS DES TOURNELLES;place louis aragon, 75004 paris;75004;2021-09-06;2021-09-07;2.3532493;48.85351967;"{""coordinates"": [2.3532493027155894, 48.853519669623815], ""type"": ""Point""}";48.853519669623815, 2.3532493027155894
2021-1343;2021;Long métrage;Les Volets Verts;Jean Becker;ARPROD;place charles dullin, 75018 paris;75018;2021-09-06;2021-09-07;2.3419017;48.88320546;"{""coordinates"": [2.341901700804726, 48.88320545921145], ""type"": ""Point""}";48.88320545921145, 2.341901700804726
2021-1375;2021;Long métrage;Les Volets Verts;Jean Becker;ARPROD;34 rue du colisée, 75008 paris;75008;2021-09-13;2021-09-14;2.31042061;48.87144845;"{""coordinates"": [2.3104206072755513, 48.87144844970503], ""type"": ""Point""}";48.87144844970503, 2.3104206072755513
2020-912;2020;Série TV;Nona et ses Filles;Valérie Donzelli;Gaumont TV c/o Gaumont Prod TV;rue leroux, 75116 paris;75116;2020-12-08;2020-12-08;2.28653661;48.87176698;"{""coordinates"": [2.286536605799752, 48.87176697430769], ""type"": ""Point""}";48.87176697430769, 2.286536605799752
2021-1630;2021;Série TV;LUPIN;Ludovic Bernard;GAUMONT PRODUCTION TELEVISION;75 rue de tolbiac, 75013 paris;75013;2021-11-29;2021-11-30;2.36843578;48.82717932;"{""coordinates"": [2.368435775407506, 48.827179321068805], ""type"": ""Point""}";48.827179321068805, 2.368435775407506
